text,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,category,stance
العلن بدأت هيئه الغذاء والدواء خطوات الحصول لقاح كورونا هشام الجضعي رئيس الهيئه العامه للغذاء والدواء تستاهل الحب السعوديه,0,0,0,0,0,1,0,1,0,0,0,0,1
رسميي الله يحفظه الملك يتلقى لقاح كورونا وش عذر حقين المؤامرات ولله الحمد سجلت اوائل الناس وانتظر دوري,0,0,0,0,0,1,1,1,0,0,0,1,1
يعود الشخص لممارسه حياته الطبيعيه اتباع كافه التدابير الوقائيه الخاصه بالحد انتشار كورونا تعرف الأسئله الشائعه لقاح كورونا اخترت التطعيم,0,0,0,0,0,1,0,1,0,0,1,5,1
بالصور اول اردني يتلقى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,0,1
مواطن يتلقى لقاح كورونا يده ابنته,0,0,0,0,0,1,1,1,0,0,0,7,1
الشرق عاجل البحرين تقر لقاح اوكسفورد استرا زينيكا المضاد لكورونا للاستخدام الطارئ عاجل,0,0,1,0,0,1,0,1,0,0,0,0,1
فعاليات تعليميه الباطنه مدارسنا بأعيننا حمله تطعيم طلاب الصف السادس ضد مرض التيتانوس الدفتيريا بتنظيم وزاره الصحه وبالتعاون وزاره التربيه والتعليم,0,0,0,1,0,0,0,0,0,0,1,3,1
المغاربه ضحكو عليكم كورونا درتو الحجر صحي شهور باطله ودبا كيضحكو عليكم لقاح شيئ مزيف انتم تحبون يكذب عليكم الاسف,0,0,0,0,0,1,0,1,0,0,0,0,0
الرغم الظروف الجويه القاسيه بدأ تطعيم عمال خدمات الطوارئ الطبيه الإقليميه مدريد بمواجهه كورونا يوم الثلاثاء اندبندنت عربيه تغنيك,0,0,0,0,0,1,0,0,0,0,1,0,1
خطوه ممتازه للراغبين بالتسجيل للحصول لقاح الكورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
بفهم الناس تتفاخر بالمال والعز والاكل والشرب توصل فيهم يتباهوا باللقاحات عالناس المريضه المرميه ببيوتها وقدام المستشفيات انتوا بحاجه لقاح للانسانيه كورونا انو امل تصيروا عالم,0,0,0,0,0,1,0,1,0,0,0,7,0
بيانات حديثه لقاح كورونا تطوره شركه جونسون اند جونسون امن ويحمل استجابه مناعيه واعده المتطوعين الصغار وكبار السن حد سواء المصدر مجله,0,0,0,0,0,1,0,1,0,0,0,0,1
تعل منا تجربه لقاح انفلونزا الخنازير عام امريكا تذكر صحيفه نيويورك تايمز ان تعامل المسؤولين فيروس انفلونزا الخنازير خزيا وفاشلا وكانت تحر كه مصالح سياسيه وثقه مبرره تمام لقاح فايزر نريد لقاح امن,0,0,0,0,0,0,0,1,1,1,0,0,1
بالفيديو الهند حمله تطعيم ضخمه مليون شخص يعملون بالخطوط الأماميه لمواجهه كورونا,0,0,0,0,0,1,0,0,0,0,1,0,1
نريد لقاح امن ترجع الحياه الى طبيعتها بعدما اوقف الفايروس شي,0,0,0,0,0,0,0,1,0,1,0,7,1
ايمتى رح ينزل لقاح الكرامه ويتوزع اولا الوزراء والنواب صعبه,0,0,0,0,0,0,0,1,0,0,0,8,0
بفضل الله اخذت لقاح كورونا بإشراف طبي مقدم حكومه الإمارات الرشيده الحمدلله دائما وأبدا نعمه الإمارات وحكامها يدا نتعافى,0,0,0,0,0,1,0,1,0,0,0,7,1
خبر الجنرال ميغيل انخيل فيارويا رئيس اركان الجيش الإسباني يقدم استقالته لانه تجاوز وره بأخذ لقاح كورونا الفئات المستحقه انتهى الخبر التعليق انا بنصحك تيجي تشوف الإسبان الأصليين اللي عنا شو بعملوا حزين فيفا اسبانيا,0,0,0,0,0,1,0,1,0,0,0,0,1
كورونا الإمارات تسجل لقاح سبوتنيك الروسي للاستخدام الطارئ العربيه عاجل,0,0,1,0,0,1,0,1,1,0,0,0,1
صنهاجي الوضعيه تعيشها الجزائر اجبرتها لاقتناء اكثر لقاح,0,0,0,0,0,0,0,1,0,0,0,0,1
تحرسون الثوم خوفا سرقته وتريدون ان تفصلو المغرب صحرائه ايو الله ينعل لمايحشم ماكلتو بنان ماكلتو ثوم مالقيتو حليب مالقايتو لقاح الله يصبر شعب الجزائر حماقكم,0,0,0,0,0,0,0,1,0,0,0,8,0
سيصل الى لبنان اسبوعيا الف لقاح ونحنا بحاجه مليون لقاح يعني بدنا اسبوع اي يعادل يوم يعني تقريبا سنين ونص يلا بتهون,0,0,0,0,0,0,0,1,0,0,0,0,1
فيديو خطيب المسجد الحرام فعل الأسباب اخذ لقاح كورونا الإجراءات الصحيه وعدم تصديق اشاعات المرجفين الإخباريه,0,0,0,0,0,1,0,1,0,0,0,7,1
الصحه توضح تأجيل مواعيد الجرعه الأولى لقاح كورونا لمن لديه موعد مسبق,0,0,0,0,0,1,0,1,0,0,0,0,1
عاجل مصر تتسلم اولى دفعات لقاح استرازينيكا ضد كورونا,0,0,1,0,0,1,0,1,1,0,0,2,1
سعاده الدكتور عبد العزيز المهيري رئيس اداره الشؤون الصحيه والطب الرياضي الشكر والتقدير لوزاره الصحه ووقايه المجتمع الجهود الكبيره اتاحت تقديم لقاح كورونا بالمجان للمواطنين والمقيمين وعلى تعاونها البناء دائما نادي الشارقه الرياضي,0,0,0,1,0,1,0,1,0,0,0,7,1
النسبه المئويه للجرعه الأولى لقاح كورونا بالعالم بلغت نسبه المتلقي للجرعه الأولى بالمملكه العربيه السعوديه السكان,0,0,0,0,0,1,0,1,0,0,0,0,1
محتاجين لقاح يقاوم الإفراط التفكير,0,0,0,0,0,0,0,1,0,0,0,8,0
خامنئي لقاح كورونا قاله خامنئي لقاحات كورونا يلي تشتروا لقاحات امريكيه او انكليزيه اشتروا دول اخرى او اصنعوا لقاح ايراني المقصود اشتروا لقاحات روسيه وصينيه تشتروا امريكيه وانجليزيه قاله امريكا للص,0,0,0,0,0,1,0,1,0,0,0,0,0
المراكز الطبيه ابوظبي تواصل تقديم لقاح كورونا مجانا للسكان احم نفسك ليكن خيارك التطعيم للمزيد المعلومات كيفيه الحصول التطعيم مجانا الرجاء زياره موقع دائره الصحه اخترت التطعيم,0,0,0,0,0,1,0,1,0,0,1,0,1
ولي عهد الفجيره يتلقى الجرعه الأولى لقاح كورونا وام,0,0,0,0,0,1,1,1,0,0,0,0,1
الحمد لله حصلت اليوم لقاح كورونا الجرعه الثانيه حمانا الله وإياكم الوباء ونحمد الله بأننا ننتمي لهذا الوطن حفظ الله ملكنا سلمان بن عبدالعزيز وولي عهد محمد الله يحفظهم,0,0,0,0,0,1,0,1,0,0,0,7,1
اعلنت السلطات المجريه الجمعه منح ترخيص مؤقت لاستخدام لقاح سينوفارم الصيني المضاد لكورونا وبذلك تكون المجر اول دوله اوربيه توافق اللقاح الصيني,0,0,0,0,0,1,0,1,1,0,0,0,1
ايطاليا تهدد باتخاذ اجراءات قانونيه ضد اي شركه تلبي تعهداتها بشأن لقاح كورونا العربيه,0,0,0,0,0,1,0,1,0,0,0,0,0
وسائل اعلام هنديه ارتفاع سحب الدخان نتيجه الحريق معهد اللقاحات الهند يتم حاليا انتاج ملايين الجرعات لقاح كوفيشيلد طورته شركه مختبرات استرازينيكا وجامعه اوكسفورد لمكافحه كورونا,0,0,0,0,0,1,0,1,1,0,0,0,0
اللهم اصرف عنا الوباء وقنا شر الداء ونجنا البلاء اللهم انزلت الداء بقدرتك فارفعه برحمتك ارحم الراحمين ولله الحمد تم اخذ الجرعه الأولى لقاح كورونا كورونا وسط اجراءات سلسه ومنظمه جزا الله حكومتنا الرشيده اهتمامها بأبنائها,0,0,0,0,0,1,0,1,0,0,0,7,1
متوفر ولن يكون مجاني العالم يتلقى لقاح كورونا والمصريون ينتظرون دورهم يصلهم,0,0,0,0,0,1,1,1,0,0,0,3,1
بدء التطعيم بلقاح سينوفارم الصيني ضد كورونا دبي,0,0,0,0,0,1,0,1,1,0,1,0,1
روسيا تعلن استعدادها لتزويد مصر بتكنولوجيا تصنيع لقاح كورونا سبوتنيك,0,0,0,0,0,1,0,1,1,0,0,0,1
وفاه مواطنا تلقوا لقاح فايزر النرويج ترجح ان سبب الوفاه اللقاح وفي لبنان مجلس النواب يشرع قانون يرفع المسؤوليه الشركه المصنعه ويحملها لوزاره الصحه قلنا مجلس ملقح ومصنع ومعلب وجاهز للكب,1,1,0,1,0,0,0,1,1,0,0,0,-1
تم بحمد الله وفضله يوم امس اخذي لقاح فيروس كورونا الجرعه الثانيه اسال الله وللجميع الصحه والعافيه والتوفيق لقيادتنا الرشيده يقوموا خدمات مميزه,0,0,0,0,0,1,0,1,0,0,0,7,1
ساعه الوالده اقنعها تأخد لقاح كورونا وباااءت محاولاتي بالفشل الذريع,0,0,0,0,0,1,0,1,0,0,0,7,1
مضمون لقاح كورونا النخبه,0,0,0,0,0,1,0,1,0,0,0,0,1
تم انتاج اللقاح بأقل سنه لقاح كورونا امن الجواب بهذا المقطع المفيد جدا وشكر الترجمه,0,0,0,0,0,1,0,1,0,0,0,0,0
يعلنون انهم يريدون تطعيم المجتمع للوصول لمناعه القطيع يأتي غيرهم ويريد يأتي فاوتشي مؤخرا ويريد نصيحه لأهل العلم ان تضع نسبه وصول مناعه القطيع جه دليلك العلمي تستند الموضوع مو اجتهاد شخصي,0,0,0,0,0,0,0,0,0,0,1,7,0
شدينا الحزام وقلنا وطاعه والنتيجه انفصلنا وظائفنا تعسفيا معونات للدول المجاوره وبناء مستشفيات دول مابيننا وبينهم حدود زياده نسبه البطاله والعطاله وجايبين لقاح لكورونا يتلقح دول الجوار ومع حنا الي نحب وطننا ونمدحه وندعي والشعوب الأخرى تسبنا,0,0,0,0,0,1,0,1,0,0,0,7,0
يريدون تجربه اللقاح اجسادنا نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,7,-1
نوال الزغبي توضح احصل لقاح كورونا حاليا لأسباب صحيه,0,0,0,0,0,1,0,1,0,0,0,1,-1
عاجل الصحه تعلن اعاده جدوله اعطاء لقاح كورونا بسبب تأخر الشركه الصانعه التوريد الى المملكه وجميع دول العالم تصدر اللقاح,0,0,1,0,0,1,0,1,0,0,0,0,1
علينا بالتعامل اثبت اخلاصه ووفاءه نكثه للعهود والعقود ويتاجر بأرواحنا نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,3,1
مات كورونا اب جد ام اخت اخ ابنه صديق قريب يرجى اخذ لقاح كورونا وارتداء كمامه لمن تهتم لأمرهم كنت تقلق نفسك,0,0,0,0,0,1,0,1,0,0,0,0,1
عايز لقاح للفلس,0,0,0,0,0,0,0,1,0,0,0,8,0
يقصد خامنئي بحظر استيراد اللقاح امريكا وأوروبا الشعوذه الا لقاح كورونا لقاح فايزر لقاح كورونا لقاح كورونا,0,0,0,0,0,1,0,1,1,0,0,0,0
عاجل خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا كورونا,0,0,1,0,0,1,1,1,0,0,0,1,1
وزير الحرس الوطني الأمير عبدالله بن بندر يتلقى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
لوكان جابو الفرمليات الروسيات لقاح سبوتنيك تكون نسبه الإقبال التلقيح مذهله ماتلقاش الداله,0,0,0,0,0,0,0,1,1,0,0,0,1
صوره لطالبين المدرسه اصيب بالجدري احدهما تم تطعيمه مسبقا والآخر رفض والديه تطعيمه لتصديقهم نظريه المؤامره رساله لكل خائف لقاح كورونا,0,0,0,0,1,1,0,1,0,0,1,7,1
خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا كورونا,0,0,0,0,0,1,1,1,0,0,0,0,1
وزاره الصحه بدأنا اعاده جدوله مواعيد الحصول الجرعه الثانيه لقاح كورونا مراكز الرياض وجده والشرقيه والمدينه,0,0,0,1,0,1,0,1,0,0,0,2,1
الكارثه المعيشيه لبنان غط الكارثه الوبائيه ام الوباء السياسي والسياسيين تفاقم الكوارث يوجد لقاح يداويه استقاله الان عهد كافر,0,0,0,0,0,0,0,1,0,0,0,8,0
تم بحمدالله اخذ لقاح كورونا جهود تذكر فتشكر دام عزك ياوطن ربي يديم قادتنا ويحفظهم شر ومكروه,0,0,0,0,0,1,0,1,0,0,0,7,1
تلقيه الجرعه الأولى لقاح كورونا سمو نائب امير منطقه الرياض شيد بالجهود المبذوله تقوم الجهات المختصه اجراءات واحترازات ظل دعم وتوجيهات خادم الحرمين الشريفين وسمو ولي عهده الأمين حفظهما الله,0,0,0,0,0,1,0,1,0,0,0,1,1
السلطات المغربيه توقف مسؤولين محليين تنهي عمل مشرفين مركز لقاح مدينه تازه لتورطهم تلقيح ثمانيه اشخاص تتوفر فيهم شروط الاستفاده التطعيم ضد كورونا,0,0,0,0,0,1,0,1,0,0,1,0,0
ㅤ صحه المدينه تطلق اليوم حمله تطعيم كورونا المدينه المنوره بمركز نجود الطبي ㅤ,0,0,0,0,0,1,0,0,0,0,1,0,1
رئيس تنزانيا رافضا اللقاحات الله سيحمينا كورونا لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,-1
بايدن يفرض الأميركيين استخدام الكمامه لمواجهه كورونا سنحتاج لشهور تطعيم الأميركيين العربيه,0,0,0,0,0,1,0,0,0,0,1,0,1
فورار حمله التلقيح ضد كورونا ستبدأ شهر الجاري لقاح كورونا لقاح كورونا بالجزائر كورونا كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
بالفيديو الملك سلمان يتناول الجرعه الأولى لقاح مضاد لكورونا عاجل,0,0,1,0,0,1,0,1,0,0,0,1,1
وزير الصناعه الصيدلانيه باشرنا مفاوضات الطرف الروسي لتصنيع لقاح سبوتنيك محليا,0,0,0,0,0,0,0,1,1,0,0,0,1
نريد لقاح امن ترجع الحياه الى طبيعتها بعدما اوقف الفايروس شي,0,0,0,0,0,0,0,1,0,1,0,0,1
استقاله رئيس اركان الجيش الإسباني تجاهل بروتوكول لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,0
اشتر اللقاح ممنوع استيراد المعدات الطبيه ممنوع استيراد الأدويه او المواد الاوليه تدخل صناعه الدواء عقوبات ماليه واقتصاديه وعسكريه وحصار اقتصادي مستمر اكثر عاما رغم تعكف ايران بعلمائها ومختبراتها انتاج لقاح امن ضد كورونا,0,0,0,0,0,1,0,1,0,1,0,7,1
سويسرا مراسل الميادين جنيف الأمم المتحده تدعو تل ابيب لتقديم لقاح كورونا الى الفلسطينيين بالتساوي الإسرائيليين,0,0,0,0,0,1,0,1,0,0,0,0,1
فايروس كورونا وإعلان معجزه الشفاء لقاح دواء الإمام المهدي ناصر محمد اليماني ربيع الآخر,0,0,0,0,0,1,0,1,0,0,0,1,0
الأغلبيه العظمى الأطباء يرفضون تلقيه جدل حول لقاح كورونا الصيني طرحه للمواطنين بمقابل مادي,0,0,0,0,1,1,0,1,0,0,0,0,-1
نريد التخلص كورونا لكننا نريد لقاح امن,0,0,0,0,0,1,0,1,0,1,0,3,1
نائب امير الرياض يتلقى الجرعه الأولى لقاح كورونا ويشيد تقوم الجهات المختصه اجراءات واحترازات لمواجهه الوباء ظل دعم وتوجيهات خادم الحرمين الشريفين وسمو ولي العهد,0,0,0,0,0,1,1,1,0,0,0,1,1
ظل تسابق دول العالم تطعيم شعوبها الدول العربيه يصل اليها لقاح كورونا,0,0,0,0,0,1,0,1,0,0,1,0,1
وأمريكا الأسوار تهدي طفل لعبه للموت عنقوديه نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
وزيره الصحه مصر اول دوله افريقيه تبدأ التطعيم بلقاحات كورونا,0,0,0,0,0,1,0,1,0,0,1,0,1
ينتظر العشرات سكان نيويورك المؤهلين للحصول لقاح خارج احد مراكز التطعيم الكثيره افتتحت حديثا اذ تحاول الولايات المتحده تسريع عمليه التلقيح ضد كورونا اندبندنت عربيه تغنيك,0,0,0,0,0,1,0,1,0,0,1,0,1
سناء القادري المواطنه الهولنديه اصول مغربيه اول يتلقى لقاح ضد فيروس كورونا المغربيات شجاعه ونساء بمعنى الكلمه ربي يحفظنا,0,0,0,0,0,1,1,1,0,0,0,1,1
تصنيع لقاح كورونا محليا فكره جيده توفير ماده السردين بأسعار معقوله والحليب فكره جيده ايضا محمد علواش الجزائر,0,0,0,0,0,1,0,1,0,0,0,0,1
صحيفه ميل البريطانيه الأحد الزوجين الملكيين تلقيا اللقاح فقط عندما اصبح متاحا للآخرين بيركشاير لتجنب اي اقتراح بمعامله خاصه وينطبق الشيء نفسه الحقنه الثانيه يتم الكشف اذا كانوا تلقوا لقاح اكسفورد ام فايزر,0,0,0,0,0,0,0,1,1,0,0,0,1
احنا بحاجه لقاح ضد العبوديه اكثر احتياجنا لقاح ضد كورونا فالعبوديه وعشاقها اضروا اكثر كورونا,0,0,0,0,0,1,0,1,0,0,0,8,0
الخميس اسمعوا اراء وزراء الصحه بشأن تأخير احضار لقاح كورونا علبه الدواء يللي سعرها عم يبيعوا حبه والمجرمين هني اطباء وصيادله تابعوا برنامج طوني خليفه الخميس مباشره الأخبار ال,0,0,0,0,0,1,0,1,0,0,0,0,0
سفير روسيا يوجه رساله احتجاج الى اتحاد اطباء تركيا بشأن لقاح سبوتنيك,0,0,0,0,0,0,0,1,1,0,0,0,1
ولله الحمد والمنه اخذت قليل الجرعه الثانيه لقاح كورونا حفظ الله لبلادنا وولاه امرها وأدام عليها نعمه الإسلام والأمن والأمان,0,0,0,0,0,1,0,1,0,0,0,7,1
استشاري امراض القلب الدكتور ابراهيم الرشدان لقاح كورونا امن وفعال للمرضى تم عمل قسطره علاجيه او تداخليه تطمن اللقاح امن وفعال كورونا كورونا وزاره الصحه لقاح كورونا,0,0,0,1,0,1,0,1,0,1,0,0,1
عندما تصبح جنسيات العالم مقدمه ومفصله السعوديين الا التلفزيون وكلام الجرايد والله ممكن شاروخان يجي الهند ياخذ لقاح ويقدم ارض ويرجع,0,0,0,0,0,0,0,1,0,0,0,9,0
لقاح مجاني وبدبي حدا عندو شي ببلاش,0,0,0,0,0,0,0,1,0,0,0,0,1
امير المدينه المنوره خلال تلقيه اليوم لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,1,1
متع الله مولاي خادم الحرمين الشريفين بالصحه والعافيه واعتقد بأن الحدث الأول دول العالم لأخذ لقاح كورونا اعلى سلطه الدوله حفظ الله السعوديه وقيادتها وحكومتها وسكانها الوباء سطر تاريخ المملكه ملحمه تفوقت الانسانيه والمسؤوليه اي اعتبار,0,0,0,0,0,1,0,1,0,0,0,1,1
جزاكم الله خير عمليه منظمه سهله اداء رائع جزى الله القائمين عليها خير الجزاء انصح يبادر التسجيل لأخذ لقاح كورونا ان يسجل بسرعه,0,0,0,0,0,1,0,1,0,0,0,7,1
نجاح اول لقاح سعودي ضد كورونا جامعه الإمام عبدالرحمن بن فيصل,0,0,0,0,0,1,0,1,0,0,0,0,1
وزيره الصحه بدايه الغد توافر لقاح كورونا بالمستشفيات الحكوميه صدى البلد,0,0,0,0,0,1,0,1,0,0,0,0,1
ومازال العالم ينتظر لقاح كورونا التركي سيخدم البشريه جمعاء عثمانلي تركيا اردوغان,0,0,0,0,0,1,0,1,0,0,0,0,1
تعمد عملاء الداخل يردون فرضه علينا الفرضيه سرب المؤامره نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,3,1
الصحه نسعى لتأمين لقاح كورونا المواطنين فى المرحله الأولى للتفاصيل,0,0,0,0,0,1,0,1,0,0,0,0,1
مستشار الرئيس المصري نأمل الوصول الى صفر اصابات بكورونا,0,0,0,0,0,1,0,0,0,0,0,2,1
كارين الله تنس وجع ابناء بلدها ولم تستعرض اللقاح وهكذا اختلفت فنانين لبنان كورونا كورونا لبنان لقاح فايزر الإمارات لبنان خليك بالبيت مياسين,0,0,0,0,0,1,0,1,1,0,0,0,1
مجلس العلماء الإندونيسي يجيز استخدام لقاح سينوفاك الصيني اعلى هيئه اسلاميه البلاد تعتبر استخدام اللقاح حلالا وتقول ان الفتوى الكامله المتعلقه بسلامته زالت تنتظر الضوء الأخضر هيئه الغذاء والدواء الإندونيسيه,0,0,0,0,0,0,0,1,0,0,0,2,1
مواطنه عمرها عام تتلقى لقاح كورونا للتفاصيل نتصدر المشهد يدا نتعافى كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
محمود عباس طلب الاسرائيلين عشرات اللقاحات اجل تطعيم عائلته والدائره المقربه ابو مازن يقول انا وعائلتي بعدي الطوفان,0,0,0,0,0,0,0,1,0,0,1,0,1
تم اخذ الجرعه الثانيه لقاح كورونا وان شاء الله خير,0,0,0,0,0,1,0,1,0,0,0,7,1
الملك سلمان بن عبدالعزيز يتلقى الجرعه الأولى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,0,1
تويتر يغلق حساب خامنئي بالانجليزي بسبب تغريده تحوي معلومات كاذبه لقاح كورونا قناه العربيه الرؤيه بلا حدود,0,0,0,0,0,1,0,1,0,0,0,8,0
الجبير السيف وسفير الأردن تلقيهم لقاح كورونا اداء مميز للكادر الصحي السعودي مركز اللقاحات,0,0,0,0,0,1,0,1,0,0,0,1,1
الصحه تعلن تقديم جرعه لقاح كورونا خلال ال ساعه الماضيه والعدد الاجمالي اليوم جرعه وام,0,0,0,0,0,1,0,1,0,0,0,0,1
الاعلان نتائج دراسات لقاح جونسون اند جونسون متوقعه خلال ايام يتميز اللقاح بقيه التطعيمات بالجرعه الواحده بدل الجرعتين بالإضافه الى عدم الحاجه الى التجميد كثير الدول تنظر اللقاح,0,0,0,0,0,0,0,1,0,0,1,0,1
دكتور سكاريت بكادي بروفيسور الاحياء الدقيقه يقول ان لقاح كورونا اربع مخاطر اساسيه الخطر الاول ممكن ان يحدث القشعريره وآلام العضلات والأطراف وصداع واحساس بالمرض مذكور الخطر الثاني التسبب حدوث ردات فعل تحسسيه شديده,0,0,0,0,0,1,0,1,0,0,0,0,-1
الظروف فرضت جائحه كورونا نفسها حیاتنا وغيرت انماطها العالم بأسره يترقب الناس انتاج لقاح مضاد لكورونا حیث تشكل الاخبار تبث الفينه والاخرى حول انتاج لقاح كورونا بارقه امل شعوب العالم,0,0,0,0,0,1,0,1,0,0,0,0,0
اخشى اخشاه الا يصل لقاح كورونا الى لبنان وصل يمنع الا يكون مصيره كالطحين العراقي المخز خطأ والمتلف او كمصير المازوت الأحمر والطحين والبنزين المهرب الى سوريا يضمن كلبنانيين ان يحصل يحتاجه المحظي السلطه او يسقط وهج السلاح اللقاح,0,0,0,0,0,1,0,1,0,0,0,7,1
مليون مره فيروس عوني مره لقاح قواتي تبعات هيدا الفيروس الشرف والنضال والصدق والوطنيه اما اللقاح تبعكن فهوي لعزل جماعتكن تبعات هيدا الفيروس,0,0,0,0,0,0,0,1,0,0,0,8,0
تركيا تبدأ حمله تطعيم بلقاح سينوفاك الصيني ووزير الصحه يتلقاه الهواء,0,0,0,0,0,0,0,1,0,0,1,0,1
العاهل السعودي الملك سلمان بن عبد العزيز يتلقى لقاح كورونا المملكه السعوديه الحدث,0,0,0,0,0,1,1,1,0,0,0,1,1
المذيعه تسأل رئيس شركه فايزر البرت بورلا لماذا تتلق تطعيم كورونا فكان عذره اقبح ذنبه قال انا ابلغ العمر عاما وبصحه جيده اعمل الخطوط الأمامي لذا الت طعيم يوصى بالنسبه كورونا كورونا,0,0,0,0,0,1,0,0,1,0,1,0,-1
المغرب يعطي الموافقه استخدام لقاح سينوفارم الصيني,0,0,0,0,0,0,0,1,1,0,0,2,1
المانيا تدرس خيار التعاون روسيا لتصنيع واستخدام لقاح حال وافق الاتحاد الأوروبي قامت روسيا بتقديم طلب سيتم درسه شهر القادم وقالت ميركل وبغض النظر الاختلافات السياسيه المهمه يمكننا العمل سياق الجائحه المجال الإنساني,0,0,0,0,0,0,0,1,0,0,0,0,1
الحمد لله اخذت قليل الجرعه الثانيه لقاح كورونا العنايه والر قي التعامل تتغير ولايزال منسوبي وزاره الصحه شابات وشبان يؤدون واجبهم بكل مهنيه وإنضباطيه بالفعل قدرات وهامات ترفع الرأس وخير الوطن حق ان نفخر ونتفاخر ببلدنا وأبنائه وبناته,0,0,0,1,0,1,0,1,0,0,0,7,1
توفي شخص يعيش مقاطعه بلاسر بولايه كاليفورنيا الأمريكيه ساعات قليله تلقيه لقاح كورونا حسبما ذكرت السلطات المحليه يوم السبت,0,0,0,0,0,1,0,1,0,0,0,0,-1
لقاح كورونا ينتظر القانون والقانون ينتظر بري وبري ينتظر اللجنه والموت ينتظر الشعب,0,0,0,0,0,1,0,1,0,0,0,0,0
مملكه الإنسانيه المملكه العربيه السعوديه تتفاوض عده دول اجل شراء لقاح كورونا لتوزيعه الى اليمن وعده دول افريقيا يالله يالله انتي عظيمه يالسعوديه,0,0,0,0,0,1,0,1,0,0,0,2,1
خلال مبيعات لقاح فايزر تقترب رقم خيالي,0,0,0,0,0,0,0,1,1,0,0,0,1
جامعه القاهره تتحمل توفير لقاح كورونا للأطقم الطبيه والفئات الأولويه المنتسبين اليها,0,0,0,0,0,1,0,1,0,0,0,0,1
اخذت الجرعه الأولى لقاح كورونا الحمد لله نعمه الوطن تنظيم تشكر وزاره الصحه,0,0,0,1,0,1,0,1,0,0,0,7,1
الجرعه الثانيه لقاح كورونا شكرا لقيادتنا الرشيده اهتمامها بصحه المواطن والمقيم ارض دوله الامارات الطيبه والشكر موصول لمؤسسات الدوله المعنيه بالصحه والكوادر الطبيه جهودهم,0,0,0,0,0,1,0,1,0,0,0,7,1
لقاحات كورونا الأسعار استعرضها قصد وزير الخارجيه البلجيكي كشفت ان سعر الجرعه لقاح استرازينكا اكسفورد لقاح موديرنا دولارا لقاح بيونتك فايزر,0,0,0,0,0,1,0,1,1,0,0,0,1
انجازات البشريه لعام ساندويشه التيك توك لقاح مش عارفين اذا نافع او لأ,0,0,0,0,0,0,0,1,0,0,0,8,0
بيرو وفاه سيده خضعت لتجربه لقاح سينوفارم الصيني متأثره بالتهاب رئوي,1,1,0,0,0,0,0,1,1,0,0,0,-1
تطوير لقاح كورونا علماء بريطانيون شكل رقعه جلديه مصنوع السيليكون تحتوي ابره صغيره الحجم توضع الذراع ساعه تعتبر الرقعه بديله الحقن المتوقع انتاجها شهر ابريل,0,0,0,0,0,1,0,1,0,0,0,0,1
بهدوء بتشارطوا انه كارت اثبات انك اخدت لقاح كورونا حيبلش يتزور ينباع الف اللقاح يوصل يفتحوا الملق كارتيل الأدويه حيبلش اللقاح ينباع بالسوق السوداء خاصه لقاح منصه كوفاكس المخصص للنازحين هيك,0,0,0,0,0,1,0,1,0,0,0,7,0
قاطعوا المنتجات الأمريكيه لأن متل متعرف انه اميركا الشيطان الأكبر هيك منقول بكل شي بيجي عندها اذا لقاح كورونا المقاطعه الأأمن قاطعوا المنتجات الأمريكيه,0,0,0,0,0,1,0,1,0,0,0,4,-1
تسارع الدول الى حجز حصصها لتنفيذ حملات تطعيم للتصدي لكورونا اثارت السلالات المتحوره الفيروس والضغوط الكبيره مصنعي اللقاحات مخاوف تراجع فعاليه حملات التلقيح اذا تأخرت الشركات انتاج الجرعات وتسليمها موعدها اندبندنت عربيه تغنيك,0,0,0,0,0,1,0,1,0,0,1,0,1
الجرعه الاولى تلقيت الان الجرعه الاولى لقاح كورونا كورونا واسال الله ان ينفعنا انني اتقدم بالشكر لهولاء الكوادر الطبيه الشابه السعوديه رعتنا وقدمت الجرعه باحترافيه تجعلنا نفتخر,0,0,0,0,0,1,0,1,0,0,0,7,1
اخذت لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,7,1
وبعد عندما اصيبوا بالعدوى لقاح النوع البري اصيب المزيد الحيوانات بالتهابات خطيره وحالات خطيره ومات المزيد الحيوانات اجرى الدكتور ليونز ويلر باحث تمت مراجعته الأقران ابحاث مكثفه لقاحات كورونا يجري تطويرها,0,0,0,0,0,1,0,1,0,0,0,0,1
